symptom,code,description,source_name,source_link,root_url
motor retardation,C0424230,"Etiology
Increased psychomotor retardation and tension as short-term neuropsychiatric adverse events of immune checkpoint inhibitors: A prospective cohort study.
Khalil RB,
Kassab A,
Costa G,
Haddad FG,
Richa S,
Kattan J
J Cancer Res Ther
2022 Jan-Mar;18(1):140-146.
doi: 10.4103/jcrt.JCRT_1088_20.
PMID: 35381775

Actigraphically assessed activity in unipolar depression: a comparison of inpatients with and without motor retardation.
Krane-Gartiser K,
Henriksen TE,
Vaaler AE,
Fasmer OB,
Morken G
J Clin Psychiatry
2015 Sep;76(9):1181-7.
doi: 10.4088/JCP.14m09106.
PMID: 26214574

Changes in fine motor retardation in depressed patients treated with fluoxetine.
Sabbe B,
van Hoof J,
Hulstijn W,
Zitman F
J Affect Disord
1996 Oct 14;40(3):149-57.
doi: 10.1016/0165-0327(96)00052-3.
PMID: 8897114

Cognitive and motor retardation in depression.
Popescu C,
Ionescu R,
Jipescu I
Rom J Neurol Psychiatry
1994 Oct-Dec;32(4):201-17.
PMID: 7779740

Control of simultaneous movements distinguishes depressive motor retardation from Parkinson's disease and neuroleptic parkinsonism.
Fleminger S
Brain
1992 Oct;115 ( Pt 5):1459-80.
doi: 10.1093/brain/115.5.1459.
PMID: 1358398
See all (116)
Diagnosis
Report of a case with ferredoxin reductase (FDXR) gene variants in a Chinese boy exhibiting hearing loss, visual impairment, and motor retardation.
Yang C,
Zhang Y,
Li J,
Song Z,
Yi Z,
Li F,
Xue J,
Zhang W,
Wang C
Int J Dev Neurosci
2021 Jun;81(4):364-369.
Epub 2021 Mar 26
doi: 10.1002/jdn.10104.
PMID: 33742450

A rare cause of mental motor retardation: recessive congenital methemoglobinemia type II.
Yüksel D,
Senbil N,
Yilmaz D,
Yarali N,
Gürer YK
Turk J Pediatr
2009 Mar-Apr;51(2):187-9.
PMID: 19480335

Elevated putamen D(2) receptor binding potential in major depression with motor retardation: an [11C]raclopride positron emission tomography study.
Meyer JH,
McNeely HE,
Sagrati S,
Boovariwala A,
Martin K,
Verhoeff NP,
Wilson AA,
Houle S
Am J Psychiatry
2006 Sep;163(9):1594-602.
doi: 10.1176/ajp.2006.163.9.1594.
PMID: 16946186

Motor and cognitive aspects of motor retardation in depression.
Caligiuri MP,
Ellwanger J
J Affect Disord
2000 Jan-Mar;57(1-3):83-93.
doi: 10.1016/s0165-0327(99)00068-3.
PMID: 10708819

Elongation of pause-time in speech: a simple, objective measure of motor retardation in depression.
Szabadi E,
Bradshaw CM,
Besson JA
Br J Psychiatry
1976 Dec;129:592-7.
doi: 10.1192/bjp.129.6.592.
PMID: 1000144
See all (167)
Therapy
Increased psychomotor retardation and tension as short-term neuropsychiatric adverse events of immune checkpoint inhibitors: A prospective cohort study.
Khalil RB,
Kassab A,
Costa G,
Haddad FG,
Richa S,
Kattan J
J Cancer Res Ther
2022 Jan-Mar;18(1):140-146.
doi: 10.4103/jcrt.JCRT_1088_20.
PMID: 35381775

A rare cause of mental motor retardation: recessive congenital methemoglobinemia type II.
Yüksel D,
Senbil N,
Yilmaz D,
Yarali N,
Gürer YK
Turk J Pediatr
2009 Mar-Apr;51(2):187-9.
PMID: 19480335

Purple glove syndrome associated with intravenous phenytoin administration in a patient with severe mental and motor retardation.
Sonohata M,
Asami A,
Tsunoda K,
Hotokebuchi T
J Orthop Sci
2006 Jul;11(4):409-11.
doi: 10.1007/s00776-006-1024-y.
PMID: 16897209

Motor and cognitive aspects of motor retardation in depression.
Caligiuri MP,
Ellwanger J
J Affect Disord
2000 Jan-Mar;57(1-3):83-93.
doi: 10.1016/s0165-0327(99)00068-3.
PMID: 10708819

Control of simultaneous movements distinguishes depressive motor retardation from Parkinson's disease and neuroleptic parkinsonism.
Fleminger S
Brain
1992 Oct;115 ( Pt 5):1459-80.
doi: 10.1093/brain/115.5.1459.
PMID: 1358398
See all (92)
Prognosis
Clinical and genetic analysis of six Chinese children with Poirier-Bienvenu neurodevelopmental syndrome caused by CSNK2B mutation.
Yang S,
Wu L,
Liao H,
Lu X,
Zhang X,
Kuang X,
Yang L
Neurogenetics
2021 Oct;22(4):323-332.
Epub 2021 Aug 9
doi: 10.1007/s10048-021-00649-2.
PMID: 34370157

Depression Dimensions: Integrating Clinical Signs and Symptoms from the Perspectives of Clinicians and Patients.
Vares EA,
Salum GA,
Spanemberg L,
Caldieraro MA,
Fleck MP
PLoS One
2015;10(8):e0136037.
Epub 2015 Aug 27
doi: 10.1371/journal.pone.0136037.
PMID: 26313556Free PMC Article

Abstinence phenomena of chronic cannabis-addicts prospectively monitored during controlled inpatient detoxification (Part II): Psychiatric complaints and their relation to delta-9-tetrahydrocannabinol and its metabolites in serum.
Bonnet U,
Borda T,
Scherbaum N,
Specka M
Drug Alcohol Depend
2015 Oct 1;155:302-6.
Epub 2015 Aug 13
doi: 10.1016/j.drugalcdep.2015.08.003.
PMID: 26298553

Megalocornea, macrocephaly, mental and motor retardation: MMMM syndrome (Neuhäuser syndrome) in two sisters with hypoplastic corpus callosum.
Balci S,
Tekşam O,
Gedik S
Turk J Pediatr
2002 Jul-Sep;44(3):274-7.
PMID: 12405447

Motor and cognitive aspects of motor retardation in depression.
Caligiuri MP,
Ellwanger J
J Affect Disord
2000 Jan-Mar;57(1-3):83-93.
doi: 10.1016/s0165-0327(99)00068-3.
PMID: 10708819
See all (66)
Clinical prediction guides
Increased psychomotor retardation and tension as short-term neuropsychiatric adverse events of immune checkpoint inhibitors: A prospective cohort study.
Khalil RB,
Kassab A,
Costa G,
Haddad FG,
Richa S,
Kattan J
J Cancer Res Ther
2022 Jan-Mar;18(1):140-146.
doi: 10.4103/jcrt.JCRT_1088_20.
PMID: 35381775

Motor and cognitive aspects of motor retardation in depression.
Caligiuri MP,
Ellwanger J
J Affect Disord
2000 Jan-Mar;57(1-3):83-93.
doi: 10.1016/s0165-0327(99)00068-3.
PMID: 10708819

Control of simultaneous movements distinguishes depressive motor retardation from Parkinson's disease and neuroleptic parkinsonism.
Fleminger S
Brain
1992 Oct;115 ( Pt 5):1459-80.
doi: 10.1093/brain/115.5.1459.
PMID: 1358398

Cryptophthalmos with an orbital cyst and profound mental and motor retardation.
Butler MG,
Eisen JD,
Henry J
J Pediatr Ophthalmol Strabismus
1978 Jul-Aug;15(4):233-5.
doi: 10.3928/0191-3913-19780701-11.
PMID: 739357Free PMC Article

Elongation of pause-time in speech: a simple, objective measure of motor retardation in depression.
Szabadi E,
Bradshaw CM,
Besson JA
Br J Psychiatry
1976 Dec;129:592-7.
doi: 10.1192/bjp.129.6.592.
PMID: 1000144
See all (116)
",Increased psychomotor retardation and tension as short-term neuropsychiatric adverse events of immune checkpoint inhibitors: A prospective cohort study.,/pubmed/35381775,https://www.ncbi.nlm.nih.gov/medgen/?term=C0424230
irritable mood,C0022107,Excited response to stimuli. [from NCI],NCI,http://ncit.nci.nih.gov,https://www.ncbi.nlm.nih.gov/medgen/?term=C0022107
blackout,C0312422,,,,https://www.ncbi.nlm.nih.gov/medgen/?term=C0312422
mood depressed,C0344315,"An emotional state characterized by feelings of sadness, emptiness, and/or tearfulness. [from NCI]",NCI,http://ncit.nci.nih.gov,https://www.ncbi.nlm.nih.gov/medgen/?term=C0344315
hallucinations visual,C0233763,Visual perceptions that are not elicited by a corresponding stimulus from the outside world. [from HPO],HPO,http://www.human-phenotype-ontology.org,https://www.ncbi.nlm.nih.gov/medgen/?term=C0233763
worry,C0233481,Mental distress resulting from concern for something impending or anticipated. [from NCI],NCI,http://ncit.nci.nih.gov,https://www.ncbi.nlm.nih.gov/medgen/?term=C0233481
agitation,C0085631,A state of exceeding restlessness and excessive motor activity associated with mental distress or a feeling of inner tension. [from HPO],HPO,http://www.human-phenotype-ontology.org,https://www.ncbi.nlm.nih.gov/medgen/?term=C0085631
tremor,C0040822,"An unintentional, oscillating to-and-fro muscle movement about a joint axis. [from HPO]",HPO,http://www.human-phenotype-ontology.org,https://www.ncbi.nlm.nih.gov/medgen/?term=C0040822
intoxication,C0728899,Diminished control of mental or physical functioning caused by a substance. [from SNOMEDCT_US],SNOMEDCT_US,http://www.nlm.nih.gov/research/umls/Snomed/us_edition.html,https://www.ncbi.nlm.nih.gov/medgen/?term=C0728899
verbal auditory hallucinations,C0424068,"Etiology
A Phenomenological Exploration of the Voices Reported by Borderline Personality and Schizophrenia Patients.
Barrera A,
Bajorek T,
Dekker R,
Hothi G,
Lewis A,
Pearce S
Psychopathology
2021;54(3):159-168.
Epub 2021 May 11
doi: 10.1159/000516208.
PMID: 33975316

Neural correlates of theory of mind and empathy in schizophrenia: An activation likelihood estimation meta-analysis.
Vucurovic K,
Caillies S,
Kaladjian A
J Psychiatr Res
2020 Jan;120:163-174.
Epub 2019 Oct 29
doi: 10.1016/j.jpsychires.2019.10.018.
PMID: 31689587

The prevalence and characteristics of hallucinations, delusions and minor phenomena in a non-demented population sample aged 60 years and over.
Soulas T,
Cleret de Langavant L,
Monod V,
Fénelon G
Int J Geriatr Psychiatry
2016 Dec;31(12):1322-1328.
Epub 2016 Feb 14
doi: 10.1002/gps.4437.
PMID: 26876683

Treatment of Alice in Wonderland syndrome and verbal auditory hallucinations using repetitive transcranial magnetic stimulation: a case report with fMRI findings.
Blom JD,
Looijestijn J,
Goekoop R,
Diederen KM,
Rijkaart AM,
Slotema CW,
Sommer IE
Psychopathology
2011;44(5):337-44.
Epub 2011 Jul 7
doi: 10.1159/000325102.
PMID: 21734437

Verbal auditory hallucinations: mind, self, and society.
Linn EL
J Nerv Ment Dis
1977 Jan;164(1):8-17.
doi: 10.1097/00005053-197701000-00003.
PMID: 318677
See all (12)
Diagnosis
A Phenomenological Exploration of the Voices Reported by Borderline Personality and Schizophrenia Patients.
Barrera A,
Bajorek T,
Dekker R,
Hothi G,
Lewis A,
Pearce S
Psychopathology
2021;54(3):159-168.
Epub 2021 May 11
doi: 10.1159/000516208.
PMID: 33975316

Power to the voice hearer - The German version of the voice power differential scale.
Gmeiner A,
Gaglia A,
Habicher S,
Rumpold T,
Süßenbacher S,
Schrank B,
Amering M
PLoS One
2020;15(3):e0230778.
Epub 2020 Mar 26
doi: 10.1371/journal.pone.0230778.
PMID: 32214352Free PMC Article

Source monitoring task in a sample of in-patients with verbal auditory hallucinations compared to control sample.
Serrone D,
Parnanzone S,
Pizziconi G,
Talevi D,
Curtarello EMA,
Pacitti F,
Rossi A,
Rossi R
Riv Psichiatr
2019 Mar-Apr;54(2):91-94.
doi: 10.1708/3142.31250.
PMID: 30985834

Safety-seeking behaviours and verbal auditory hallucinations in schizophrenia.
Chaix J,
Ma E,
Nguyen A,
Ortiz Collado MA,
Rexhaj S,
Favrod J
Psychiatry Res
2014 Dec 15;220(1-2):158-62.
Epub 2014 Aug 30
doi: 10.1016/j.psychres.2014.08.041.
PMID: 25219615

Treatment of Alice in Wonderland syndrome and verbal auditory hallucinations using repetitive transcranial magnetic stimulation: a case report with fMRI findings.
Blom JD,
Looijestijn J,
Goekoop R,
Diederen KM,
Rijkaart AM,
Slotema CW,
Sommer IE
Psychopathology
2011;44(5):337-44.
Epub 2011 Jul 7
doi: 10.1159/000325102.
PMID: 21734437
See all (16)
Therapy
Suppression of verbal hallucinations and changes in regional cerebral blood flow after intravenous lidocaine: a case report.
Plewnia C,
Bischof F,
Reimold M
Prog Neuropsychopharmacol Biol Psychiatry
2007 Jan 30;31(1):301-3.
Epub 2006 Sep 29
doi: 10.1016/j.pnpbp.2006.08.014.
PMID: 17011097

Cannabis and psychotic illness.
Mathers DC,
Ghodse AH
Br J Psychiatry
1992 Nov;161:648-53.
doi: 10.1192/bjp.161.5.648.
PMID: 1358394
See all (2)
Prognosis
Neural correlates of theory of mind and empathy in schizophrenia: An activation likelihood estimation meta-analysis.
Vucurovic K,
Caillies S,
Kaladjian A
J Psychiatr Res
2020 Jan;120:163-174.
Epub 2019 Oct 29
doi: 10.1016/j.jpsychires.2019.10.018.
PMID: 31689587

Musical hallucinations and their relation with epilepsy.
Coebergh JAF,
Lauw RF,
Sommer IEC,
Blom JD
J Neurol
2019 Jun;266(6):1501-1515.
Epub 2019 Apr 10
doi: 10.1007/s00415-019-09289-x.
PMID: 30972497Free PMC Article

Recognizing psychiatric presentations of anti-NMDA receptor encephalitis in children and adolescents: A synthesis of published reports.
Gurrera RJ
Psychiatry Clin Neurosci
2019 May;73(5):262-268.
Epub 2019 Feb 21
doi: 10.1111/pcn.12821.
PMID: 30653785

Frequency and temporal sequence of clinical features in adults with anti-NMDA receptor encephalitis presenting with psychiatric symptoms.
Gurrera RJ
Psychol Med
2019 Dec;49(16):2709-2716.
Epub 2018 Dec 18
doi: 10.1017/S0033291718003665.
PMID: 30560745

Treatment of Alice in Wonderland syndrome and verbal auditory hallucinations using repetitive transcranial magnetic stimulation: a case report with fMRI findings.
Blom JD,
Looijestijn J,
Goekoop R,
Diederen KM,
Rijkaart AM,
Slotema CW,
Sommer IE
Psychopathology
2011;44(5):337-44.
Epub 2011 Jul 7
doi: 10.1159/000325102.
PMID: 21734437
See all (7)
Clinical prediction guides
Neural correlates of theory of mind and empathy in schizophrenia: An activation likelihood estimation meta-analysis.
Vucurovic K,
Caillies S,
Kaladjian A
J Psychiatr Res
2020 Jan;120:163-174.
Epub 2019 Oct 29
doi: 10.1016/j.jpsychires.2019.10.018.
PMID: 31689587

Musical hallucinations and their relation with epilepsy.
Coebergh JAF,
Lauw RF,
Sommer IEC,
Blom JD
J Neurol
2019 Jun;266(6):1501-1515.
Epub 2019 Apr 10
doi: 10.1007/s00415-019-09289-x.
PMID: 30972497Free PMC Article

Recognizing psychiatric presentations of anti-NMDA receptor encephalitis in children and adolescents: A synthesis of published reports.
Gurrera RJ
Psychiatry Clin Neurosci
2019 May;73(5):262-268.
Epub 2019 Feb 21
doi: 10.1111/pcn.12821.
PMID: 30653785

The prevalence and characteristics of hallucinations, delusions and minor phenomena in a non-demented population sample aged 60 years and over.
Soulas T,
Cleret de Langavant L,
Monod V,
Fénelon G
Int J Geriatr Psychiatry
2016 Dec;31(12):1322-1328.
Epub 2016 Feb 14
doi: 10.1002/gps.4437.
PMID: 26876683

Treatment of Alice in Wonderland syndrome and verbal auditory hallucinations using repetitive transcranial magnetic stimulation: a case report with fMRI findings.
Blom JD,
Looijestijn J,
Goekoop R,
Diederen KM,
Rijkaart AM,
Slotema CW,
Sommer IE
Psychopathology
2011;44(5):337-44.
Epub 2011 Jul 7
doi: 10.1159/000325102.
PMID: 21734437
See all (7)
",A Phenomenological Exploration of the Voices Reported by Borderline Personality and Schizophrenia Patients.,/pubmed/33975316,https://www.ncbi.nlm.nih.gov/medgen/?term=C0424068
energy increased,C0455769,"Feeling of excessive energy, which may be associated with increased activity. [from NCI]",NCI,http://ncit.nci.nih.gov,https://www.ncbi.nlm.nih.gov/medgen/?term=C0455769
difficulty,C1299586,"Something not easily done, accomplished, comprehended, or solved. [from NCI]",NCI,http://ncit.nci.nih.gov,https://www.ncbi.nlm.nih.gov/medgen/?term=C1299586
nightmare,C0028084,"A disturbing dream that occurs during rapid eye movement sleep and results in feelings of strong terror, fear, distress, or anxiety. [from NCI]",NCI,http://ncit.nci.nih.gov,https://www.ncbi.nlm.nih.gov/medgen/?term=C0028084
unable to concentrate,C0235198,Being unable to focus one's attention or mental effort on a particular object or activity. [from HPO],HPO,http://www.human-phenotype-ontology.org,https://www.ncbi.nlm.nih.gov/medgen/?term=C0235198
homelessness,C0237154,Without a stable or permanent residence. [from NCI],NCI,http://ncit.nci.nih.gov,https://www.ncbi.nlm.nih.gov/medgen/?term=C0237154
pain chest,C0008031,"An unpleasant sensation characterized by physical discomfort (such as pricking, throbbing, or aching) localized to the chest. [from HPO]",HPO,http://www.human-phenotype-ontology.org,https://www.ncbi.nlm.nih.gov/medgen/?term=C0008031
angina pectoris,C0002962,Paroxysmal chest pain that occurs with exertion or stress and is related to myocardial ischemia. [from HPO],HPO,http://www.human-phenotype-ontology.org,https://www.ncbi.nlm.nih.gov/medgen/?term=C0002962
shortness of breath,C0392680,,,,https://www.ncbi.nlm.nih.gov/medgen/?term=C0392680
hypokinesia,C0086439,"Abnormally diminished motor activity. In contrast to paralysis, hypokinesia is not characterized by a lack of motor strength, but rather by a poverty of movement. The typical habitual movements (e.g., folding the arms, crossing the legs) are reduced in frequency. [from HPO]",HPO,http://www.human-phenotype-ontology.org,https://www.ncbi.nlm.nih.gov/medgen/?term=C0086439
sweat,C0038990,"A watery secretion by the sweat glands that is primarily composed of salt, urea and minerals. [from NCI]",NCI,http://ncit.nci.nih.gov,https://www.ncbi.nlm.nih.gov/medgen/?term=C0038990
sweating increased,C0700590,Profuse sweating. [from NCI],NCI,http://ncit.nci.nih.gov,https://www.ncbi.nlm.nih.gov/medgen/?term=C0700590
pressure chest,C0438716,"Diagnosis
Early symptom-relief after valvulotomy in mitral stenosis indicates role of lobeline-sensitive intrapulmonary receptors.
Anand A,
Roy A,
Bhargava B,
Raj H,
Barde PB,
Vijayan VK
Respir Physiol Neurobiol
2009 Dec 31;169(3):297-302.
Epub 2009 Sep 19
doi: 10.1016/j.resp.2009.09.007.
PMID: 19770072
See all (1)
",Early symptom-relief after valvulotomy in mitral stenosis indicates role of lobeline-sensitive intrapulmonary receptors.,/pubmed/19770072,https://www.ncbi.nlm.nih.gov/medgen/?term=C0438716
dyspnea on exertion,C0231807,Perceived difficulty to breathe that occurs with exercise or exertion and improves with rest. [from HPO],HPO,http://www.human-phenotype-ontology.org,https://www.ncbi.nlm.nih.gov/medgen/?term=C0231807
orthopnea,C0085619,"A sensation of breathlessness in the recumbent position, relieved by sitting or standing. [from HPO]",HPO,http://www.human-phenotype-ontology.org,https://www.ncbi.nlm.nih.gov/medgen/?term=C0085619
chest tightness,C0232292,An unpleasant sensation of tightness or pressure in the chest. [from HPO],HPO,http://www.human-phenotype-ontology.org,https://www.ncbi.nlm.nih.gov/medgen/?term=C0232292
cough,C0010200,"A sudden, audible expulsion of air from the lungs through a partially closed glottis, preceded by inhalation. [from HPO]",HPO,http://www.human-phenotype-ontology.org,https://www.ncbi.nlm.nih.gov/medgen/?term=C0010200
fever,C0015967,Body temperature elevated above the normal range. [from HPO],HPO,http://www.human-phenotype-ontology.org,https://www.ncbi.nlm.nih.gov/medgen/?term=C0015967
decreased translucency,C0029053,The quality of being opaque to a degree; the degree to which something reduces the passage of light. [from NCI],NCI,http://ncit.nci.nih.gov,https://www.ncbi.nlm.nih.gov/medgen/?term=C0029053
shortness of breath,C0392680,,,,https://www.ncbi.nlm.nih.gov/medgen/?term=C0392680
rale,C0034642,"Crackles are discontinuous, explosive, and nonmusical adventitious lung sounds normally heard in inspiration and sometimes during expiration. Crackles are usually classified as fine and coarse crackles based on their duration, loudness, pitch, timing in the respiratory cycle, and relationship to coughing and changing body position. [from HPO]",HPO,http://www.human-phenotype-ontology.org,https://www.ncbi.nlm.nih.gov/medgen/?term=C0034642
productive cough,C0239134,A cough that produces phlegm or mucus. [from HPO],HPO,http://www.human-phenotype-ontology.org,https://www.ncbi.nlm.nih.gov/medgen/?term=C0239134
pleuritic pain,C0008033,"Pleuritic chest pain is characterized by sudden and intense sharp, stabbing, or burning pain in the chest when inhaling and exhaling. [from HPO]",HPO,http://www.human-phenotype-ontology.org,https://www.ncbi.nlm.nih.gov/medgen/?term=C0008033
yellow sputum,C0457096,"Etiology
Airway foreign body caused by pepper inhalation 7 years previously retrieved under conscious sedation with spontaneous respiration: a case report.
Lei W,
Gan ZY,
Liang YF,
Liang CX,
Jin CZ,
Peng WP,
Qiu XC,
Guo HY
J Int Med Res
2022 Mar;50(3):3000605221086146.
doi: 10.1177/03000605221086146.
PMID: 35296168Free PMC Article

Comparison of patients hospitalized with COVID-19, H7N9 and H1N1.
Deng LS,
Yuan J,
Ding L,
Chen YL,
Zhao CH,
Chen GQ,
Li XH,
Li XH,
Luo WT,
Lan JF,
Tan GY,
Tang SH,
Xia JY,
Liu X
Infect Dis Poverty
2020 Dec 2;9(1):163.
doi: 10.1186/s40249-020-00781-5.
PMID: 33261654Free PMC Article

A Rare Case of Pulmonary Mucoepidermoid Carcinoma in an 81-Year-Old Male.
Abdalla M,
Sinyagovskiy P,
Mohamed W,
Abdelghani A,
Al-Azzam B
Am J Case Rep
2018 Dec 17;19:1499-1502.
doi: 10.12659/AJCR.911624.
PMID: 30555150Free PMC Article

Previous outpatient antibiotic use in patients admitted to hospital for COPD exacerbations: room for improvement.
Miravitlles M,
Soler-Cataluña JJ,
Baranda F,
Cordero P,
Greses JV,
de la Roza C
Infection
2013 Apr;41(2):361-70.
Epub 2012 Aug 21
doi: 10.1007/s15010-012-0316-8.
PMID: 22907284

Colour of sputum is a marker for bacterial colonisation in chronic obstructive pulmonary disease.
Miravitlles M,
Marín A,
Monsó E,
Vilà S,
de la Roza C,
Hervás R,
Esquinas C,
García M,
Millares L,
Morera J,
Torres A
Respir Res
2010 May 14;11:58.
doi: 10.1186/1465-9921-11-58.
PMID: 20470372Free PMC Article
See all (6)
Diagnosis
Differential Diagnostic Challenges in the COVID-19 Pandemic: Renal Abscess After SARS-CoV-2 Infection in a Young Adolescent.
Martonosi ÁR,
Pázmány P,
Fukász Á,
Rudolf J,
Kovács É,
Szakács Z,
Szabó L
Am J Case Rep
2022 Mar 13;23:e935190.
doi: 10.12659/AJCR.935190.
PMID: 35279666Free PMC Article

Comparison of patients hospitalized with COVID-19, H7N9 and H1N1.
Deng LS,
Yuan J,
Ding L,
Chen YL,
Zhao CH,
Chen GQ,
Li XH,
Li XH,
Luo WT,
Lan JF,
Tan GY,
Tang SH,
Xia JY,
Liu X
Infect Dis Poverty
2020 Dec 2;9(1):163.
doi: 10.1186/s40249-020-00781-5.
PMID: 33261654Free PMC Article

An Unusual Cause of Productive Cough With Yellow Sputum.
Kitagawa S,
Okamura K
Am J Med
2020 Jul;133(7):e373.
Epub 2020 Jan 9
doi: 10.1016/j.amjmed.2019.11.026.
PMID: 31926864

Bronchobiliary fistula following radiofrequency ablation for liver metastases from breast cancer: A case report and literature review.
Xi XJ,
Zhang Y,
Yin YH,
Li H,
Ma DD,
Qu YQ
Medicine (Baltimore)
2018 Oct;97(43):e12760.
doi: 10.1097/MD.0000000000012760.
PMID: 30412067Free PMC Article

A 79-year-old patient with yellow sputum.
Weis S,
Mössner J,
Schoppmeyer K
Gastroenterology
2010 Mar;138(3):e1-2.
Epub 2010 Jan 28
doi: 10.1053/j.gastro.2009.05.067.
PMID: 20116465
See all (26)
Therapy
Airway foreign body caused by pepper inhalation 7 years previously retrieved under conscious sedation with spontaneous respiration: a case report.
Lei W,
Gan ZY,
Liang YF,
Liang CX,
Jin CZ,
Peng WP,
Qiu XC,
Guo HY
J Int Med Res
2022 Mar;50(3):3000605221086146.
doi: 10.1177/03000605221086146.
PMID: 35296168Free PMC Article

A Systematic Review and Meta-Analysis of Sputum Purulence to Predict Bacterial Infection in COPD Exacerbations.
Chen K,
Pleasants KA,
Pleasants RA,
Beiko T,
Washburn RG,
Yu Z,
Zhai S,
Drummond MB
COPD
2020 Jun;17(3):311-317.
Epub 2020 May 27
doi: 10.1080/15412555.2020.1766433.
PMID: 32456479

A 65-Year-Old Man with Pulmonary Opacities and Worsening Cough.
Pidcock W,
Chau-Etchapare F,
Murin S
Chest
2019 Dec;156(6):e117-e120.
doi: 10.1016/j.chest.2019.05.041.
PMID: 31812209

Bronchobiliary fistula following radiofrequency ablation for liver metastases from breast cancer: A case report and literature review.
Xi XJ,
Zhang Y,
Yin YH,
Li H,
Ma DD,
Qu YQ
Medicine (Baltimore)
2018 Oct;97(43):e12760.
doi: 10.1097/MD.0000000000012760.
PMID: 30412067Free PMC Article

A 79-year-old patient with yellow sputum.
Weis S,
Mössner J,
Schoppmeyer K
Gastroenterology
2010 Mar;138(3):e1-2.
Epub 2010 Jan 28
doi: 10.1053/j.gastro.2009.05.067.
PMID: 20116465
See all (17)
Prognosis
A Systematic Review and Meta-Analysis of Sputum Purulence to Predict Bacterial Infection in COPD Exacerbations.
Chen K,
Pleasants KA,
Pleasants RA,
Beiko T,
Washburn RG,
Yu Z,
Zhai S,
Drummond MB
COPD
2020 Jun;17(3):311-317.
Epub 2020 May 27
doi: 10.1080/15412555.2020.1766433.
PMID: 32456479

A Woman With Dyspnea, Weight Loss, and Splenic Lesions.
Hanberg JS,
Dunne D
Chest
2020 Jan;157(1):e13-e16.
doi: 10.1016/j.chest.2019.08.2181.
PMID: 31916969

A case report of Legionella and Mycoplasma pneumonia: Co-incidence or co-infection?
Saladi L,
Zaidi B,
Toolsie O,
Vakde T,
Adrish M
Medicine (Baltimore)
2018 Oct;97(40):e12650.
doi: 10.1097/MD.0000000000012650.
PMID: 30290642Free PMC Article

Sputum colour and bacteria in chronic bronchitis exacerbations: a pooled analysis.
Miravitlles M,
Kruesmann F,
Haverstock D,
Perroncel R,
Choudhri SH,
Arvis P
Eur Respir J
2012 Jun;39(6):1354-60.
Epub 2011 Oct 27
doi: 10.1183/09031936.00042111.
PMID: 22034649

Colour of sputum is a marker for bacterial colonisation in chronic obstructive pulmonary disease.
Miravitlles M,
Marín A,
Monsó E,
Vilà S,
de la Roza C,
Hervás R,
Esquinas C,
García M,
Millares L,
Morera J,
Torres A
Respir Res
2010 May 14;11:58.
doi: 10.1186/1465-9921-11-58.
PMID: 20470372Free PMC Article
See all (9)
Clinical prediction guides
A Systematic Review and Meta-Analysis of Sputum Purulence to Predict Bacterial Infection in COPD Exacerbations.
Chen K,
Pleasants KA,
Pleasants RA,
Beiko T,
Washburn RG,
Yu Z,
Zhai S,
Drummond MB
COPD
2020 Jun;17(3):311-317.
Epub 2020 May 27
doi: 10.1080/15412555.2020.1766433.
PMID: 32456479

Golden tracheal secretions and bronchoalveolar fluid during acute chest syndrome in sickle cell disease.
Contou D,
Mekontso Dessap A,
Carteaux G,
Brun-Buisson C,
Maitre B,
de Prost N
Respir Care
2015 Apr;60(4):e73-5.
Epub 2014 Oct 14
doi: 10.4187/respcare.03517.
PMID: 25316891

Previous outpatient antibiotic use in patients admitted to hospital for COPD exacerbations: room for improvement.
Miravitlles M,
Soler-Cataluña JJ,
Baranda F,
Cordero P,
Greses JV,
de la Roza C
Infection
2013 Apr;41(2):361-70.
Epub 2012 Aug 21
doi: 10.1007/s15010-012-0316-8.
PMID: 22907284

Sputum colour and bacteria in chronic bronchitis exacerbations: a pooled analysis.
Miravitlles M,
Kruesmann F,
Haverstock D,
Perroncel R,
Choudhri SH,
Arvis P
Eur Respir J
2012 Jun;39(6):1354-60.
Epub 2011 Oct 27
doi: 10.1183/09031936.00042111.
PMID: 22034649

Colour of sputum is a marker for bacterial colonisation in chronic obstructive pulmonary disease.
Miravitlles M,
Marín A,
Monsó E,
Vilà S,
de la Roza C,
Hervás R,
Esquinas C,
García M,
Millares L,
Morera J,
Torres A
Respir Res
2010 May 14;11:58.
doi: 10.1186/1465-9921-11-58.
PMID: 20470372Free PMC Article
See all (7)
",Airway foreign body caused by pepper inhalation 7 years previously retrieved under conscious sedation with spontaneous respiration: a case report.,/pubmed/35296168,https://www.ncbi.nlm.nih.gov/medgen/?term=C0457096
