did,disease,syd,symptom,prediction
135,dependence,130.0,prostatism,0.0072332458
106,neoplasm metastasis,221.0,atypia,0.0072331517
77,bacteremia,113.0,abdominal tenderness,0.007204133
119,primary carcinoma of the liver cells,138.0,lesion,0.007200625
107,malignant tumor of colon,355.0,dizzy spells,0.0071914857
94,parkinson disease,39.0,difficulty,0.0071818572
90,diverticulosis,25.0,feeling hopeless,0.007167706
109,ketoacidosis diabetic,113.0,abdominal tenderness,0.0071670045
146,delusion,24.0,hallucinations auditory,0.007147606
145,adhesion,164.0,breech presentation,0.0071274894
96,hyperglycemia,139.0,cushingoid facies,0.0071084984
145,adhesion,142.0,decreased body weight,0.007100758
126,endocarditis,118.0,hypotension,0.0070895795
135,dependence,36.0,intoxication,0.00707822
121,hemorrhoids,99.0,haemorrhage,0.0070613874
137,cholecystitis,83.0,diarrhea,0.0070425738
81,upper respiratory infection,141.0,emphysematous change,0.007007383
111,tonic-clonic seizures,363.0,ambidexterity,0.0069881575
138,hernia hiatal,126.0,numbness of hand,0.006987864
129,chronic alcoholic intoxication,35.0,tremor,0.006984487
120,emphysema pulmonary,44.0,dyspnea on exertion,0.0069613103
98,tricuspid valve insufficiency,177.0,cicatrisation,0.0069608884
90,diverticulosis,319.0,pneumatouria,0.0069162864
120,emphysema pulmonary,62.0,night sweat,0.006912588
99,Alzheimer's disease,121.0,muscle twitch,0.006908195
138,hernia hiatal,127.0,general discomfort,0.006885597
110,tonic-clonic epilepsy,254.0,moody,0.0068766167
109,ketoacidosis diabetic,181.0,gurgle,0.006868046
81,upper respiratory infection,54.0,rhonchus,0.0068662134
116,carcinoma of lung,62.0,night sweat,0.006858412
111,tonic-clonic seizures,362.0,rolling of eyes,0.006851051
88,pneumonia aspiration,290.0,extreme exhaustion,0.0068247393
40,carcinoma,188.0,gravida 0,0.006815504
72,diverticulitis,114.0,unsteady gait,0.0067942077
96,hyperglycemia,158.0,sore to touch,0.006794119
115,malignant neoplasm of lung,138.0,lesion,0.006787449
138,hernia hiatal,120.0,asterixis,0.006768501
138,hernia hiatal,148.0,pain abdominal,0.0067609656
81,upper respiratory infection,50.0,pleuritic pain,0.006754778
147,affect labile,130.0,prostatism,0.006741923
81,upper respiratory infection,223.0,throat sore,0.0067292796
45,bipolar disorder,205.0,extrapyramidal sign,0.006726667
43,psychotic disorder,197.0,behavior hyperactive,0.0066755367
100,candidiasis,113.0,abdominal tenderness,0.0066635474
134,influenza,2.0,shortness of breath,0.006661835
65,carcinoma prostate,240.0,urge incontinence,0.0066596977
50,benign prostatic hypertrophy,218.0,cachexia,0.0066578826
93,hepatitis B,182.0,wheelchair bound,0.0066391286
104,fibroid tumor,153.0,hypotonic,0.00663042
109,ketoacidosis diabetic,135.0,nervousness,0.006623223
108,carcinoma colon,355.0,dizzy spells,0.0066207815
136,thrombus,392.0,hypertonicity,0.006607878
90,diverticulosis,22.0,feeling suicidal,0.0065884315
147,affect labile,112.0,bedridden,0.0065873843
147,affect labile,112.0,bedridden,0.0065873843
138,hernia hiatal,20.0,vomiting,0.0065644146
23,malignant neoplasms,53.0,chill,0.006520049
120,emphysema pulmonary,64.0,dyspnea,0.0065195556
131,delirium,122.0,sleepy,0.0065106302
64,malignant neoplasm of prostate,95.0,guaiac positive,0.006470627
51,kidney failure acute,219.0,hypocalcemia result,0.006459044
123,aphasia,377.0,low back pain,0.006454405
121,hemorrhoids,168.0,clonus,0.0064357445
101,oral candidiasis,113.0,abdominal tenderness,0.006425567
137,cholecystitis,195.0,sinus rhythm,0.0064246478
128,pericardial effusion body substance,30.0,blackout,0.006416838
55,hemiparesis,231.0,stupor,0.006398434
110,tonic-clonic epilepsy,361.0,phonophobia,0.0063830977
146,delusion,29.0,irritable mood,0.0063748998
146,delusion,29.0,irritable mood,0.0063748998
81,upper respiratory infection,263.0,polymyalgia,0.0063516833
23,malignant neoplasms,117.0,ascites,0.006351373
100,candidiasis,216.0,photophobia,0.0063486323
107,malignant tumor of colon,356.0,shooting pain,0.0063419705
119,primary carcinoma of the liver cells,142.0,decreased body weight,0.0063403877
126,endocarditis,84.0,abscess bacterial,0.0063400404
23,malignant neoplasms,142.0,decreased body weight,0.0063352236
23,malignant neoplasms,138.0,lesion,0.006315634
23,malignant neoplasms,138.0,lesion,0.006315634
119,primary carcinoma of the liver cells,148.0,pain abdominal,0.0063001458
100,candidiasis,123.0,headache,0.0062989495
65,carcinoma prostate,266.0,ataxia,0.0062936125
115,malignant neoplasm of lung,62.0,night sweat,0.0062567317
72,diverticulitis,158.0,sore to touch,0.006255702
114,gastroenteritis,158.0,sore to touch,0.0062541896
124,obesity morbid,21.0,labored breathing,0.006252991
65,carcinoma prostate,174.0,hemianopsia homonymous,0.006241921
137,cholecystitis,148.0,pain abdominal,0.00623893
134,influenza,53.0,chill,0.006234524
107,malignant tumor of colon,282.0,urinary hesitation,0.006220956
120,emphysema pulmonary,284.0,flushing,0.006215981
94,parkinson disease,122.0,sleepy,0.0061822245
75,osteomyelitis,281.0,pain foot,0.006167745
118,personality disorder,135.0,nervousness,0.00616189
101,oral candidiasis,216.0,photophobia,0.0061581056
72,diverticulitis,113.0,abdominal tenderness,0.00615454
91,suicide attempt,47.0,fever,0.0061303703
101,oral candidiasis,123.0,headache,0.006128579
72,diverticulitis,163.0,constipation,0.006049445
99,Alzheimer's disease,35.0,tremor,0.0060285167
117,manic disorder,38.0,energy increased,0.0060238643
57,transient ischemic attack,242.0,room spinning,0.006022098
144,ileus,148.0,pain abdominal,0.006020434
141,cholelithiasis,144.0,thicken,0.006015036
110,tonic-clonic epilepsy,363.0,ambidexterity,0.006004921
136,thrombus,251.0,stool color yellow,0.005998758
119,primary carcinoma of the liver cells,175.0,hematocrit decreased,0.0059795575
94,parkinson disease,62.0,night sweat,0.005963985
64,malignant neoplasm of prostate,240.0,urge incontinence,0.005961761
23,malignant neoplasms,149.0,dullness,0.005952519
81,upper respiratory infection,21.0,labored breathing,0.005948344
88,pneumonia aspiration,181.0,gurgle,0.0059479047
133,hyperbilirubinemia,139.0,cushingoid facies,0.005935815
142,biliary calculus,144.0,thicken,0.0059337346
146,delusion,30.0,blackout,0.0059295096
136,thrombus,170.0,anorexia,0.0059235506
110,tonic-clonic epilepsy,362.0,rolling of eyes,0.0058920896
126,endocarditis,62.0,night sweat,0.0058829375
84,deglutition disorder,256.0,spasm,0.0058780303
45,bipolar disorder,203.0,hyperhidrosis disorder,0.005871941
116,carcinoma of lung,58.0,haemoptysis,0.0058487235
55,hemiparesis,232.0,fremitus,0.0058434634
122,spasm bronchial,60.0,tachypnea,0.0058294563
80,failure heart,118.0,hypotension,0.005804606
108,carcinoma colon,356.0,shooting pain,0.005800862
93,hepatitis B,328.0,moan,0.00579804
48,cirrhosis,214.0,bleeding of vagina,0.0057678176
116,carcinoma of lung,173.0,metastatic lesion,0.005765905
108,carcinoma colon,282.0,urinary hesitation,0.0057289493
121,hemorrhoids,375.0,bowel sounds decreased,0.005727849
23,malignant neoplasms,59.0,distress respiratory,0.005699112
81,upper respiratory infection,247.0,egophony,0.005668151
117,manic disorder,39.0,difficulty,0.0056390907
130,pneumothorax,387.0,soft tissue swelling,0.0056370357
23,malignant neoplasms,118.0,hypotension,0.005606699
124,obesity morbid,186.0,unhappy,0.0055831014
131,delirium,33.0,worry,0.0055814125
80,failure heart,294.0,systolic ejection murmur,0.0055805775
61,incontinence,256.0,spasm,0.005576682
67,lymphatic diseases,232.0,fremitus,0.005566938
23,malignant neoplasms,62.0,night sweat,0.005554808
122,spasm bronchial,20.0,vomiting,0.0055197626
132,neutropenia,224.0,snuffle,0.005516655
127,effusion pericardial,30.0,blackout,0.005509418
114,gastroenteritis,366.0,scleral icterus,0.0055083674
88,pneumonia aspiration,231.0,stupor,0.005479356
63,hernia,158.0,sore to touch,0.00545559
109,ketoacidosis diabetic,359.0,regurgitates after swallowing,0.005413781
91,suicide attempt,18.0,unresponsiveness,0.005410089
126,endocarditis,142.0,decreased body weight,0.0054036784
126,endocarditis,142.0,decreased body weight,0.0054036784
141,cholelithiasis,86.0,apyrexial,0.005386302
121,hemorrhoids,315.0,nausea and vomiting,0.0053776796
115,malignant neoplasm of lung,58.0,haemoptysis,0.0053608194
119,primary carcinoma of the liver cells,99.0,haemorrhage,0.0053570555
64,malignant neoplasm of prostate,174.0,hemianopsia homonymous,0.0053356756
111,tonic-clonic seizures,335.0,absences finding,0.0053306185
39,chronic kidney failure,61.0,malaise,0.0053242166
136,thrombus,287.0,hypoalbuminemia,0.005315968
141,cholelithiasis,139.0,cushingoid facies,0.0053067612
91,suicide attempt,111.0,unconscious state,0.0053055435
131,delirium,83.0,diarrhea,0.00529517
64,malignant neoplasm of prostate,266.0,ataxia,0.005292541
146,delusion,34.0,agitation,0.0052884193
146,delusion,34.0,agitation,0.0052884193
45,bipolar disorder,204.0,mydriasis,0.0052847466
72,diverticulitis,86.0,apyrexial,0.0052798027
81,upper respiratory infection,285.0,indifferent mood,0.005275099
122,spasm bronchial,223.0,throat sore,0.005261551
140,pancytopenia,277.0,colic abdominal,0.005216812
84,deglutition disorder,129.0,stiffness,0.0052036294
147,affect labile,290.0,extreme exhaustion,0.0051815966
81,upper respiratory infection,71.0,symptom aggravating factors,0.005154618
75,osteomyelitis,282.0,urinary hesitation,0.0051362836
142,biliary calculus,139.0,cushingoid facies,0.0051308786
142,biliary calculus,86.0,apyrexial,0.0051235287
98,tricuspid valve insufficiency,314.0,mediastinal shift,0.0051157773
145,adhesion,114.0,unsteady gait,0.0050794617
99,Alzheimer's disease,54.0,rhonchus,0.005077225
23,malignant neoplasms,143.0,hoarseness,0.0050591263
122,spasm bronchial,54.0,rhonchus,0.0050350074
92,Pneumocystis carinii pneumonia,278.0,hypokalemia,0.0050343946
84,deglutition disorder,306.0,achalasia,0.0050301324
100,candidiasis,106.0,transaminitis,0.005021697
55,hemiparesis,235.0,paralyse,0.0050086635
135,dependence,303.0,heavy legs,0.0049720868
81,upper respiratory infection,224.0,snuffle,0.00496851
122,spasm bronchial,162.0,sensory discomfort,0.0049627954
119,primary carcinoma of the liver cells,144.0,thicken,0.004938725
59,paranoia,177.0,cicatrisation,0.004907062
112,respiratory failure,222.0,general unsteadiness,0.004906308
45,bipolar disorder,197.0,behavior hyperactive,0.0049016546
144,ileus,144.0,thicken,0.0048866607
67,lymphatic diseases,213.0,splenomegaly,0.004878266
126,endocarditis,50.0,pleuritic pain,0.0048754103
94,parkinson disease,196.0,withdraw,0.0048555867
101,oral candidiasis,106.0,transaminitis,0.0048457617
112,respiratory failure,208.0,snore,0.0048424085
68,stenosis aortic valve,77.0,bradycardia,0.0048206476
23,malignant neoplasms,148.0,pain abdominal,0.004813252
128,pericardial effusion body substance,36.0,intoxication,0.00481142
92,Pneumocystis carinii pneumonia,123.0,headache,0.0048083216
65,carcinoma prostate,227.0,paresis,0.0048023826
102,neuropathy,346.0,fatigability,0.004799912
134,influenza,30.0,blackout,0.004793834
133,hyperbilirubinemia,389.0,para 1,0.0047838343
22,anxiety state,94.0,consciousness clear,0.004783584
87,hypoglycemia,313.0,clammy skin,0.004764427
91,suicide attempt,101.0,fatigue,0.004727451
111,tonic-clonic seizures,123.0,headache,0.004717679
143,tachycardia sinus,104.0,orthostasis,0.0047158105
129,chronic alcoholic intoxication,2.0,shortness of breath,0.004712247
117,manic disorder,202.0,hypersomnia,0.004702813
121,hemorrhoids,95.0,guaiac positive,0.0046874085
55,hemiparesis,227.0,paresis,0.0046301116
91,suicide attempt,39.0,difficulty,0.0046234415
141,cholelithiasis,158.0,sore to touch,0.0046144496
134,influenza,59.0,distress respiratory,0.004608316
81,upper respiratory infection,300.0,frail,0.004570494
143,tachycardia sinus,20.0,vomiting,0.004559049
120,emphysema pulmonary,105.0,arthralgia,0.0045158663
109,ketoacidosis diabetic,241.0,vision blurred,0.004511484
142,biliary calculus,158.0,sore to touch,0.0045003933
97,encephalopathy,337.0,debilitation,0.00449543
92,Pneumocystis carinii pneumonia,323.0,dyspareunia,0.0044909404
109,ketoacidosis diabetic,282.0,urinary hesitation,0.004486997
119,primary carcinoma of the liver cells,220.0,"hypothermia, natural",0.0044785314
97,encephalopathy,94.0,consciousness clear,0.004467444
99,Alzheimer's disease,112.0,bedridden,0.0044373185
99,Alzheimer's disease,112.0,bedridden,0.0044373185
115,malignant neoplasm of lung,173.0,metastatic lesion,0.00443108
136,thrombus,158.0,sore to touch,0.004420559
71,schizophrenia,42.0,homelessness,0.0044162576
91,suicide attempt,136.0,formication,0.0044055497
143,tachycardia sinus,148.0,pain abdominal,0.0043658046
118,personality disorder,117.0,ascites,0.0043635797
126,endocarditis,144.0,thicken,0.0043625263
146,delusion,33.0,worry,0.0043578274
23,malignant neoplasms,144.0,thicken,0.004339139
23,malignant neoplasms,144.0,thicken,0.004339139
104,fibroid tumor,147.0,heartburn,0.0043284446
144,ileus,163.0,constipation,0.00432553
120,emphysema pulmonary,163.0,constipation,0.004324753
107,malignant tumor of colon,294.0,systolic ejection murmur,0.0043052174
132,neutropenia,86.0,apyrexial,0.004285134
137,cholecystitis,265.0,qt interval prolonged,0.004262998
95,lymphoma,106.0,transaminitis,0.004255469
110,tonic-clonic epilepsy,335.0,absences finding,0.004245653
113,melanoma,188.0,gravida 0,0.0042389017
145,adhesion,403.0,large-for-dates fetus,0.004237311
127,effusion pericardial,36.0,intoxication,0.0042342176
145,adhesion,22.0,feeling suicidal,0.004233647
104,fibroid tumor,351.0,primigravida,0.004232818
100,candidiasis,324.0,poor dentition,0.0042158426
64,malignant neoplasm of prostate,227.0,paresis,0.004171278
100,candidiasis,217.0,painful swallowing,0.004169211
88,pneumonia aspiration,106.0,transaminitis,0.0041550687
129,chronic alcoholic intoxication,111.0,unconscious state,0.0041540056
143,tachycardia sinus,183.0,left atrial hypertrophy,0.0041011367
101,oral candidiasis,324.0,poor dentition,0.004082994
116,carcinoma of lung,181.0,gurgle,0.0040766797
59,paranoia,250.0,decompensation,0.004055493
94,parkinson disease,129.0,stiffness,0.004040733
101,oral candidiasis,217.0,painful swallowing,0.004036084
139,migraine disorders,213.0,splenomegaly,0.0040282737
108,carcinoma colon,294.0,systolic ejection murmur,0.0040271645
137,cholecystitis,163.0,constipation,0.0040216027
120,emphysema pulmonary,109.0,hypercapnia,0.0040098256
126,endocarditis,173.0,metastatic lesion,0.003990268
126,endocarditis,52.0,breath sounds decreased,0.003985981
84,deglutition disorder,217.0,painful swallowing,0.003963072
118,personality disorder,315.0,nausea and vomiting,0.003955197
81,upper respiratory infection,86.0,apyrexial,0.0039134943
55,hemiparesis,234.0,stinging sensation,0.0038956425
90,diverticulosis,301.0,cystic lesion,0.0038797238
119,primary carcinoma of the liver cells,285.0,indifferent mood,0.003861577
145,adhesion,389.0,para 1,0.0038521003
92,Pneumocystis carinii pneumonia,106.0,transaminitis,0.0038465143
110,tonic-clonic epilepsy,123.0,headache,0.0038411033
121,hemorrhoids,279.0,hunger,0.0038397787
138,hernia hiatal,95.0,guaiac positive,0.0038232277
92,Pneumocystis carinii pneumonia,225.0,hacking cough,0.003771622
34,dehydration,171.0,history of - blackout,0.0037660056
120,emphysema pulmonary,71.0,symptom aggravating factors,0.0037633963
134,influenza,334.0,uncoordination,0.0037629916
57,transient ischemic attack,241.0,vision blurred,0.0037614158
111,tonic-clonic seizures,256.0,spasm,0.00375877
131,delirium,196.0,withdraw,0.003673183
134,influenza,223.0,throat sore,0.0036570863
144,ileus,113.0,abdominal tenderness,0.003652383
115,malignant neoplasm of lung,337.0,debilitation,0.003652185
91,suicide attempt,196.0,withdraw,0.0036281103
99,Alzheimer's disease,40.0,nightmare,0.0036073078
23,malignant neoplasms,139.0,cushingoid facies,0.0035666698
116,carcinoma of lung,189.0,lung nodule,0.003548184
99,Alzheimer's disease,300.0,frail,0.003545519
125,pyelonephritis,322.0,myalgia,0.003535191
132,neutropenia,106.0,transaminitis,0.003528099
116,carcinoma of lung,337.0,debilitation,0.0035231682
91,suicide attempt,320.0,todd paralysis,0.0035003808
114,gastroenteritis,322.0,myalgia,0.0034965822
72,diverticulitis,277.0,colic abdominal,0.0034934315
118,personality disorder,82.0,pruritus,0.0034640785
114,gastroenteritis,367.0,retch,0.003455021
59,paranoia,248.0,scar tissue,0.003431619
138,hernia hiatal,216.0,photophobia,0.003427987
144,ileus,86.0,apyrexial,0.0034263926
43,psychotic disorder,94.0,consciousness clear,0.0034097244
134,influenza,50.0,pleuritic pain,0.0033995819
138,hernia hiatal,123.0,headache,0.0033839126
133,hyperbilirubinemia,322.0,myalgia,0.003355221
67,lymphatic diseases,268.0,hepatomegaly,0.0033398601
134,influenza,55.0,green sputum,0.0033345832
122,spasm bronchial,86.0,apyrexial,0.0032931198
137,cholecystitis,385.0,cardiovascular finding,0.0032830802
126,endocarditis,86.0,apyrexial,0.0032506478
138,hernia hiatal,346.0,fatigability,0.0032470287
92,Pneumocystis carinii pneumonia,324.0,poor dentition,0.003237599
138,hernia hiatal,158.0,sore to touch,0.0032317508
123,aphasia,378.0,charleyhorse,0.0032272025
115,malignant neoplasm of lung,189.0,lung nodule,0.003225186
43,psychotic disorder,42.0,homelessness,0.0032065017
145,adhesion,394.0,flatulence,0.003195875
91,suicide attempt,162.0,sensory discomfort,0.00318405
115,malignant neoplasm of lung,181.0,gurgle,0.003182393
92,Pneumocystis carinii pneumonia,322.0,myalgia,0.0031500375
81,upper respiratory infection,296.0,barking cough,0.0031203397
110,tonic-clonic epilepsy,256.0,spasm,0.0031120991
144,ileus,158.0,sore to touch,0.003045935
145,adhesion,189.0,lung nodule,0.0029771486
134,influenza,224.0,snuffle,0.002967769
118,personality disorder,40.0,nightmare,0.0029511163
134,influenza,290.0,extreme exhaustion,0.0029159407
119,primary carcinoma of the liver cells,231.0,stupor,0.0028913703
59,paranoia,42.0,homelessness,0.0028884683
145,adhesion,32.0,hallucinations visual,0.0028705215
137,cholecystitis,386.0,cardiovascular event,0.0028660032
117,manic disorder,369.0,elation,0.0028630774
143,tachycardia sinus,385.0,cardiovascular finding,0.002843171
112,respiratory failure,364.0,bruit,0.0028419127
59,paranoia,206.0,loose associations,0.002838274
144,ileus,400.0,abdomen acute,0.002823281
59,paranoia,249.0,neologism,0.002790686
119,primary carcinoma of the liver cells,227.0,paresis,0.002778761
81,upper respiratory infection,295.0,stuffy nose,0.0027624604
121,hemorrhoids,306.0,achalasia,0.0027262468
120,emphysema pulmonary,372.0,behavior showing increased motor activity,0.0027210407
91,suicide attempt,321.0,alcoholic withdrawal symptoms,0.002676762
144,ileus,401.0,air fluid level,0.0026216176
122,spasm bronchial,376.0,no known drug allergies,0.0025971583
146,delusion,201.0,disturbed family,0.0025546513
129,chronic alcoholic intoxication,383.0,hoard,0.0025463419
144,ileus,394.0,flatulence,0.002540913
112,respiratory failure,94.0,consciousness clear,0.0025118496
45,bipolar disorder,42.0,homelessness,0.0024963955
143,tachycardia sinus,386.0,cardiovascular event,0.0024799246
118,personality disorder,371.0,transsexual,0.0024763227
45,bipolar disorder,206.0,loose associations,0.002472704
132,neutropenia,213.0,splenomegaly,0.0024377082
118,personality disorder,290.0,extreme exhaustion,0.0024283545
144,ileus,402.0,catching breath,0.0024199549
137,cholecystitis,394.0,flatulence,0.0024054
137,cholecystitis,393.0,Murphy's sign,0.002402001
122,spasm bronchial,232.0,fremitus,0.0023941763
88,pneumonia aspiration,314.0,mediastinal shift,0.0023846808
135,dependence,295.0,stuffy nose,0.0023806987
119,primary carcinoma of the liver cells,213.0,splenomegaly,0.0023802482
91,suicide attempt,41.0,unable to concentrate,0.002377119
146,delusion,200.0,giddy mood,0.002366197
143,tachycardia sinus,74.0,t wave inverted,0.0023563101
134,influenza,123.0,headache,0.0023441073
134,influenza,360.0,lip smacking,0.002311395
134,influenza,71.0,symptom aggravating factors,0.0023025896
120,emphysema pulmonary,242.0,room spinning,0.0022868614
138,hernia hiatal,322.0,myalgia,0.002262712
100,candidiasis,343.0,adverse reaction,0.0022335956
94,parkinson disease,306.0,achalasia,0.002213627
134,influenza,208.0,snore,0.0021863896
103,kidney disease,214.0,bleeding of vagina,0.002181961
101,oral candidiasis,343.0,adverse reaction,0.0021618912
146,delusion,185.0,catatonia,0.00215168
117,manic disorder,250.0,decompensation,0.0021304335
122,spasm bronchial,248.0,scar tissue,0.0021235028
92,Pneumocystis carinii pneumonia,218.0,cachexia,0.002106456
137,cholecystitis,277.0,colic abdominal,0.0020817341
120,emphysema pulmonary,248.0,scar tissue,0.0020678793
118,personality disorder,157.0,scratch marks,0.0020096737
144,ileus,188.0,gravida 0,0.0019692632
132,neutropenia,219.0,hypocalcemia result,0.0019677007
119,primary carcinoma of the liver cells,242.0,room spinning,0.0019650084
120,emphysema pulmonary,313.0,clammy skin,0.0019436007
120,emphysema pulmonary,217.0,painful swallowing,0.0019424134
23,malignant neoplasms,147.0,heartburn,0.001874563
98,tricuspid valve insufficiency,338.0,impaired cognition,0.0018521943
99,Alzheimer's disease,341.0,tremor resting,0.001850382
146,delusion,198.0,terrify,0.0018411807
120,emphysema pulmonary,322.0,myalgia,0.0018407184
126,endocarditis,381.0,flare,0.0018385149
107,malignant tumor of colon,357.0,hyperemesis,0.0017978714
126,endocarditis,322.0,myalgia,0.0017854074
143,tachycardia sinus,248.0,scar tissue,0.0017111772
119,primary carcinoma of the liver cells,218.0,cachexia,0.0016629084
108,carcinoma colon,357.0,hyperemesis,0.0016551954
81,upper respiratory infection,297.0,rapid shallow breathing,0.0016519445
137,cholecystitis,328.0,moan,0.0016315682
134,influenza,366.0,scleral icterus,0.0015811336
81,upper respiratory infection,301.0,cystic lesion,0.0015763529
135,dependence,42.0,homelessness,0.0015527545
99,Alzheimer's disease,94.0,consciousness clear,0.0015481755
145,adhesion,404.0,immobile,0.0015408401
134,influenza,337.0,debilitation,0.0015078714
100,candidiasis,344.0,adverse effect,0.0014890637
57,transient ischemic attack,244.0,clumsiness,0.0014592318
120,emphysema pulmonary,328.0,moan,0.001447558
101,oral candidiasis,344.0,adverse effect,0.0014412607
99,Alzheimer's disease,182.0,wheelchair bound,0.0014138411
104,fibroid tumor,353.0,proteinemia,0.0014109393
120,emphysema pulmonary,218.0,cachexia,0.0013913297
119,primary carcinoma of the liver cells,268.0,hepatomegaly,0.0013070703
81,upper respiratory infection,298.0,noisy respiration,0.0012848458
84,deglutition disorder,307.0,side pain,0.001277792
129,chronic alcoholic intoxication,52.0,breath sounds decreased,0.0012575688
134,influenza,61.0,malaise,0.0012403121
129,chronic alcoholic intoxication,249.0,neologism,0.001189694
118,personality disorder,42.0,homelessness,0.0011756994
129,chronic alcoholic intoxication,42.0,homelessness,0.0011078352
81,upper respiratory infection,299.0,nasal discharge present,0.0011012963
137,cholecystitis,342.0,groggy,0.0010192312
92,Pneumocystis carinii pneumonia,325.0,floppy,0.0009979868
146,delusion,250.0,decompensation,0.0009910401
132,neutropenia,388.0,rhd positive,0.0009838503
99,Alzheimer's disease,342.0,groggy,0.0009675424
23,malignant neoplasms,145.0,pulsus paradoxus,0.0009428316
117,manic disorder,370.0,verbally abusive behavior,0.0008502818
146,delusion,206.0,loose associations,0.0007840362
100,candidiasis,345.0,abdominal bloating,0.0007415635
101,oral candidiasis,345.0,abdominal bloating,0.0007180328
146,delusion,249.0,neologism,0.0006649147
126,endocarditis,145.0,pulsus paradoxus,0.00065732154
137,cholecystitis,395.0,gasping for breath,0.00064053363
131,delirium,370.0,verbally abusive behavior,0.0006005474
124,obesity morbid,380.0,feels hot/feverish,0.0005204736
134,influenza,391.0,sneeze,0.0004453003
146,delusion,370.0,verbally abusive behavior,0.00042440073
120,emphysema pulmonary,374.0,choke,0.0003887201
146,delusion,338.0,impaired cognition,0.0003664266
118,personality disorder,307.0,side pain,0.00034591087
137,cholecystitis,396.0,feces in rectum,0.00032026682
104,fibroid tumor,352.0,abnormally hard consistency,0.00028011127
137,cholecystitis,352.0,abnormally hard consistency,0.00016013341
80,failure heart,12.0,angina pectoris,6.95255e-05
