did,disease,syd,symptom,prediction
99,Alzheimer's disease,54.0,rhonchus,0.033373382
100,candidiasis,56.0,non-productive cough,0.03336871
5,coronary arteriosclerosis,45.0,chest tightness,0.033368215
119,primary carcinoma of the liver cells,242.0,room spinning,0.033349983
34,dehydration,30.0,blackout,0.033233576
3,depression mental,33.0,worry,0.033151623
38,cardiomyopathy,110.0,patient non compliance,0.033136535
81,upper respiratory infection,263.0,polymyalgia,0.03308862
22,anxiety state,32.0,hallucinations visual,0.033038035
81,upper respiratory infection,92.0,hemodynamically stable,0.032909844
34,dehydration,162.0,sensory discomfort,0.032895878
50,benign prostatic hypertrophy,65.0,dysarthria,0.032882515
91,suicide attempt,33.0,worry,0.032869518
134,influenza,71.0,symptom aggravating factors,0.032777086
47,ischemia,170.0,anorexia,0.032768384
22,anxiety state,134.0,has religious belief,0.032761503
91,suicide attempt,196.0,withdraw,0.032755323
4,depressive disorder,33.0,worry,0.03275236
115,malignant neoplasm of lung,173.0,metastatic lesion,0.03270711
39,chronic kidney failure,53.0,chill,0.03270272
46,obesity,31.0,mood depressed,0.032681428
101,oral candidiasis,56.0,non-productive cough,0.032676272
43,psychotic disorder,110.0,patient non compliance,0.032614697
119,primary carcinoma of the liver cells,142.0,decreased body weight,0.032610595
17,dementia,112.0,bedridden,0.03257682
17,dementia,112.0,bedridden,0.03257682
19,confusion,124.0,lightheadedness,0.032551873
18,insufficiency renal,86.0,apyrexial,0.03252544
45,bipolar disorder,201.0,disturbed family,0.032476798
146,delusion,26.0,weepiness,0.032436054
138,hernia hiatal,95.0,guaiac positive,0.032405023
80,failure heart,43.0,hypokinesia,0.032384314
3,depression mental,36.0,intoxication,0.032344226
10,asthma,59.0,distress respiratory,0.032251127
90,diverticulosis,170.0,anorexia,0.03222112
45,bipolar disorder,26.0,weepiness,0.032220937
65,carcinoma prostate,266.0,ataxia,0.032201394
17,dementia,24.0,hallucinations auditory,0.03214797
35,neoplasm,160.0,satiety early,0.032144394
84,deglutition disorder,138.0,lesion,0.03212479
118,personality disorder,31.0,mood depressed,0.0320371
57,transient ischemic attack,39.0,difficulty,0.03202293
4,depressive disorder,36.0,intoxication,0.032002367
74,ulcer peptic,86.0,apyrexial,0.031978134
66,edema pulmonary,9.0,sweating increased,0.031934094
131,delirium,47.0,fever,0.031838577
120,emphysema pulmonary,64.0,dyspnea,0.031815123
135,dependence,17.0,rale,0.03179262
67,lymphatic diseases,101.0,fatigue,0.031779427
126,endocarditis,52.0,breath sounds decreased,0.031761993
128,pericardial effusion body substance,30.0,blackout,0.031728942
1,hypertensive disease,13.0,pressure chest,0.0317265
92,Pneumocystis carinii pneumonia,218.0,cachexia,0.031724367
81,upper respiratory infection,295.0,stuffy nose,0.031652622
121,hemorrhoids,95.0,guaiac positive,0.031603634
22,anxiety state,110.0,patient non compliance,0.03157472
6,coronary heart disease,45.0,chest tightness,0.031549405
91,suicide attempt,18.0,unresponsiveness,0.03152076
28,cellulitis,158.0,sore to touch,0.03151475
19,confusion,121.0,muscle twitch,0.031439435
57,transient ischemic attack,242.0,room spinning,0.031433284
134,influenza,2.0,shortness of breath,0.031343307
76,gastritis,3.0,dizziness,0.031337965
36,embolism pulmonary,177.0,cicatrisation,0.031273995
64,malignant neoplasm of prostate,142.0,decreased body weight,0.03125667
40,carcinoma,11.0,nausea,0.031247033
36,embolism pulmonary,50.0,pleuritic pain,0.031175481
39,chronic kidney failure,45.0,chest tightness,0.031135075
51,kidney failure acute,219.0,hypocalcemia result,0.031095503
55,hemiparesis,231.0,stupor,0.03109252
108,carcinoma colon,294.0,systolic ejection murmur,0.03105989
3,depression mental,31.0,mood depressed,0.031041047
118,personality disorder,157.0,scratch marks,0.031035664
80,failure heart,118.0,hypotension,0.031008631
19,confusion,19.0,mental status changes,0.031004258
59,paranoia,42.0,homelessness,0.030970804
44,hyperlipidemia,3.0,dizziness,0.030925628
81,upper respiratory infection,48.0,decreased translucency,0.030909134
19,confusion,35.0,tremor,0.030855048
58,adenocarcinoma,177.0,cicatrisation,0.030810045
15,anemia,78.0,pain,0.030700384
19,confusion,123.0,headache,0.030668577
117,manic disorder,250.0,decompensation,0.030640045
4,depressive disorder,31.0,mood depressed,0.03059775
64,malignant neoplasm of prostate,240.0,urge incontinence,0.030585667
121,hemorrhoids,126.0,numbness of hand,0.030543897
90,diverticulosis,301.0,cystic lesion,0.030531323
29,gastroesophageal reflux disease,4.0,asthenia,0.030515071
84,deglutition disorder,142.0,decreased body weight,0.030512411
74,ulcer peptic,135.0,nervousness,0.03048224
146,delusion,250.0,decompensation,0.030464314
59,paranoia,250.0,decompensation,0.030424945
40,carcinoma,158.0,sore to touch,0.030415963
18,insufficiency renal,95.0,guaiac positive,0.030325925
112,respiratory failure,94.0,consciousness clear,0.030225756
31,systemic infection,17.0,rale,0.03019731
144,ileus,148.0,pain abdominal,0.030194048
110,tonic-clonic epilepsy,98.0,tumor cell invasion,0.030183552
12,hypercholesterolemia,77.0,bradycardia,0.03005639
81,upper respiratory infection,296.0,barking cough,0.030036354
104,fibroid tumor,351.0,primigravida,0.030009983
41,hepatitis C,22.0,feeling suicidal,0.02997854
30,septicemia,17.0,rale,0.029856607
146,delusion,185.0,catatonia,0.029831737
88,pneumonia aspiration,18.0,unresponsiveness,0.029825153
67,lymphatic diseases,56.0,non-productive cough,0.029814756
99,Alzheimer's disease,35.0,tremor,0.029811991
83,hypertension pulmonary,118.0,hypotension,0.029748157
81,upper respiratory infection,285.0,indifferent mood,0.029733917
111,tonic-clonic seizures,142.0,decreased body weight,0.029695982
119,primary carcinoma of the liver cells,231.0,stupor,0.029622806
33,deep vein thrombosis,97.0,ecchymosis,0.02957917
15,anemia,3.0,dizziness,0.029490355
130,pneumothorax,34.0,agitation,0.029482298
141,cholelithiasis,86.0,apyrexial,0.0294683
97,encephalopathy,337.0,debilitation,0.029445697
43,psychotic disorder,196.0,withdraw,0.029423337
19,confusion,69.0,seizure,0.029402807
72,diverticulitis,86.0,apyrexial,0.02938506
63,hernia,4.0,asthenia,0.029370075
3,depression mental,39.0,difficulty,0.029354347
7,pneumonia,59.0,distress respiratory,0.029304529
34,dehydration,3.0,dizziness,0.029246444
29,gastroesophageal reflux disease,91.0,hyponatremia,0.029199243
64,malignant neoplasm of prostate,266.0,ataxia,0.029122967
4,depressive disorder,39.0,difficulty,0.029083647
81,upper respiratory infection,49.0,productive cough,0.029054731
88,pneumonia aspiration,181.0,gurgle,0.029033607
66,edema pulmonary,57.0,wheezing,0.029016443
146,delusion,370.0,verbally abusive behavior,0.029010488
36,embolism pulmonary,86.0,apyrexial,0.028956281
119,primary carcinoma of the liver cells,175.0,hematocrit decreased,0.028948694
138,hernia hiatal,126.0,numbness of hand,0.028900577
75,osteomyelitis,86.0,apyrexial,0.028853279
87,hypoglycemia,59.0,distress respiratory,0.028846785
23,malignant neoplasms,53.0,chill,0.028828548
22,anxiety state,78.0,pain,0.028711788
43,psychotic disorder,33.0,worry,0.028704092
34,dehydration,124.0,lightheadedness,0.028698191
52,mitral valve insufficiency,76.0,chest discomfort,0.028695585
45,bipolar disorder,28.0,motor retardation,0.028685626
99,Alzheimer's disease,121.0,muscle twitch,0.028552163
53,arthritis,190.0,distended abdomen,0.028446237
81,upper respiratory infection,50.0,pleuritic pain,0.028403254
92,Pneumocystis carinii pneumonia,324.0,poor dentition,0.028398376
54,bronchitis,225.0,hacking cough,0.028395396
134,influenza,123.0,headache,0.028373487
32,sepsis (invertebrate),17.0,rale,0.028345663
120,emphysema pulmonary,71.0,symptom aggravating factors,0.028338177
45,bipolar disorder,32.0,hallucinations visual,0.028332256
21,hypothyroidism,39.0,difficulty,0.028331522
94,parkinson disease,306.0,achalasia,0.028318174
63,hernia,125.0,food intolerance,0.028313559
143,tachycardia sinus,74.0,t wave inverted,0.028294653
18,insufficiency renal,52.0,breath sounds decreased,0.02828894
134,influenza,337.0,debilitation,0.028261801
63,hernia,133.0,mass of body structure,0.02824359
66,edema pulmonary,76.0,chest discomfort,0.028216178
137,cholecystitis,342.0,groggy,0.02820475
28,cellulitis,157.0,scratch marks,0.028164467
124,obesity morbid,89.0,renal angle tenderness,0.028124576
19,confusion,3.0,dizziness,0.028109841
142,biliary calculus,86.0,apyrexial,0.027991548
29,gastroesophageal reflux disease,1.0,pain chest,0.02791584
131,delirium,370.0,verbally abusive behavior,0.027827384
146,delusion,198.0,terrify,0.02781916
77,bacteremia,113.0,abdominal tenderness,0.027818667
91,suicide attempt,39.0,difficulty,0.027763661
3,depression mental,38.0,energy increased,0.027747659
19,confusion,18.0,unresponsiveness,0.027525999
4,depressive disorder,38.0,energy increased,0.02738609
29,gastroesophageal reflux disease,10.0,palpitation,0.027369646
64,malignant neoplasm of prostate,227.0,paresis,0.0273685
81,upper respiratory infection,56.0,non-productive cough,0.02732425
55,hemiparesis,168.0,clonus,0.027306968
45,bipolar disorder,134.0,has religious belief,0.027286826
92,Pneumocystis carinii pneumonia,106.0,transaminitis,0.027282635
87,hypoglycemia,118.0,hypotension,0.027250525
35,neoplasm,123.0,headache,0.027241664
7,pneumonia,54.0,rhonchus,0.027179277
99,Alzheimer's disease,342.0,groggy,0.027041322
23,malignant neoplasms,48.0,decreased translucency,0.02696932
55,hemiparesis,69.0,seizure,0.026952706
23,malignant neoplasms,125.0,food intolerance,0.026944874
63,hernia,260.0,posturing,0.026936213
39,chronic kidney failure,86.0,apyrexial,0.026905093
58,adenocarcinoma,148.0,pain abdominal,0.026886038
132,neutropenia,96.0,monoclonal,0.026838485
105,glaucoma,133.0,mass of body structure,0.026702678
45,bipolar disorder,35.0,tremor,0.026643137
65,carcinoma prostate,240.0,urge incontinence,0.026625192
123,aphasia,378.0,charleyhorse,0.026570093
76,gastritis,158.0,sore to touch,0.026539322
79,sickle cell anemia,123.0,headache,0.026535923
122,spasm bronchial,68.0,hemiplegia,0.026445875
75,osteomyelitis,154.0,redness,0.026392475
43,psychotic disorder,198.0,terrify,0.026220348
72,diverticulitis,170.0,anorexia,0.026103135
41,hepatitis C,110.0,patient non compliance,0.026052075
118,personality disorder,119.0,enuresis,0.025954947
118,personality disorder,117.0,ascites,0.025924167
22,anxiety state,33.0,worry,0.025791721
40,carcinoma,56.0,non-productive cough,0.025777949
95,lymphoma,93.0,difficulty passing urine,0.025716957
127,effusion pericardial,30.0,blackout,0.025714792
55,hemiparesis,228.0,aphagia,0.025635114
45,bipolar disorder,33.0,worry,0.025630657
92,Pneumocystis carinii pneumonia,150.0,spontaneous rupture of membranes,0.025616735
25,acquired immuno-deficiency syndrome,152.0,muscle hypotonia,0.025611456
59,paranoia,206.0,loose associations,0.025559377
142,biliary calculus,10.0,palpitation,0.02552024
55,hemiparesis,232.0,fremitus,0.025509521
21,hypothyroidism,101.0,fatigue,0.025496675
65,carcinoma prostate,227.0,paresis,0.025452599
64,malignant neoplasm of prostate,133.0,mass of body structure,0.02544256
15,anemia,53.0,chill,0.025344828
43,psychotic disorder,185.0,catatonia,0.025330823
39,chronic kidney failure,95.0,guaiac positive,0.025270792
109,ketoacidosis diabetic,282.0,urinary hesitation,0.025259454
19,confusion,91.0,hyponatremia,0.025220066
143,tachycardia sinus,20.0,vomiting,0.025212687
141,cholelithiasis,10.0,palpitation,0.025208665
36,embolism pulmonary,56.0,non-productive cough,0.025202757
63,hernia,261.0,pulse absent,0.02519937
27,hiv infections,152.0,muscle hypotonia,0.025135033
15,anemia,54.0,rhonchus,0.025114706
84,deglutition disorder,129.0,stiffness,0.025104327
45,bipolar disorder,30.0,blackout,0.025085257
56,osteoporosis,240.0,urge incontinence,0.02507617
76,gastritis,95.0,guaiac positive,0.024969457
23,malignant neoplasms,145.0,pulsus paradoxus,0.024877608
55,hemiparesis,122.0,sleepy,0.024797106
22,anxiety state,39.0,difficulty,0.024784405
81,upper respiratory infection,86.0,apyrexial,0.02476215
17,dementia,54.0,rhonchus,0.02470081
121,hemorrhoids,46.0,cough,0.024694905
72,diverticulitis,163.0,constipation,0.024560781
35,neoplasm,148.0,pain abdominal,0.024559502
119,primary carcinoma of the liver cells,268.0,hepatomegaly,0.024418721
126,endocarditis,322.0,myalgia,0.024323659
95,lymphoma,15.0,polydypsia,0.02429504
128,pericardial effusion body substance,36.0,intoxication,0.024271023
65,carcinoma prostate,92.0,hemodynamically stable,0.024250034
134,influenza,391.0,sneeze,0.024212955
11,myocardial infarction,6.0,syncope,0.024197355
117,manic disorder,370.0,verbally abusive behavior,0.024165422
43,psychotic disorder,31.0,mood depressed,0.024116423
129,chronic alcoholic intoxication,2.0,shortness of breath,0.024106285
45,bipolar disorder,36.0,intoxication,0.024016
26,HIV,152.0,muscle hypotonia,0.02397831
29,gastroesophageal reflux disease,9.0,sweating increased,0.023887666
91,suicide attempt,41.0,unable to concentrate,0.023845183
22,anxiety state,10.0,palpitation,0.023836194
2,diabetes,21.0,labored breathing,0.023827665
38,cardiomyopathy,131.0,weight gain,0.02381981
137,cholecystitis,163.0,constipation,0.0237718
134,influenza,208.0,snore,0.023700098
92,Pneumocystis carinii pneumonia,123.0,headache,0.023696441
90,diverticulosis,22.0,feeling suicidal,0.023677714
134,influenza,59.0,distress respiratory,0.023621483
78,failure kidney,101.0,fatigue,0.023589505
21,hypothyroidism,19.0,mental status changes,0.023530705
64,malignant neoplasm of prostate,92.0,hemodynamically stable,0.023451662
75,osteomyelitis,281.0,pain foot,0.023353018
92,Pneumocystis carinii pneumonia,56.0,non-productive cough,0.023202464
99,Alzheimer's disease,112.0,bedridden,0.02319119
99,Alzheimer's disease,112.0,bedridden,0.02319119
110,tonic-clonic epilepsy,142.0,decreased body weight,0.023117216
99,Alzheimer's disease,47.0,fever,0.023096994
45,bipolar disorder,185.0,catatonia,0.023076465
118,personality disorder,135.0,nervousness,0.022946553
35,neoplasm,174.0,hemianopsia homonymous,0.022910291
119,primary carcinoma of the liver cells,2.0,shortness of breath,0.022871824
43,psychotic disorder,38.0,energy increased,0.022849107
90,diverticulosis,25.0,feeling hopeless,0.022740068
59,paranoia,177.0,cicatrisation,0.02270521
56,osteoporosis,124.0,lightheadedness,0.022704218
29,gastroesophageal reflux disease,8.0,sweat,0.022589486
12,hypercholesterolemia,74.0,t wave inverted,0.022580521
135,dependence,303.0,heavy legs,0.022573259
65,carcinoma prostate,133.0,mass of body structure,0.02245792
145,adhesion,22.0,feeling suicidal,0.022381466
120,emphysema pulmonary,105.0,arthralgia,0.022306586
21,hypothyroidism,70.0,numbness,0.022303974
31,systemic infection,86.0,apyrexial,0.022230938
45,bipolar disorder,38.0,energy increased,0.022157593
126,endocarditis,43.0,hypokinesia,0.02212175
64,malignant neoplasm of prostate,104.0,orthostasis,0.022078909
18,insufficiency renal,85.0,swelling,0.022003472
22,anxiety state,31.0,mood depressed,0.02196703
120,emphysema pulmonary,217.0,painful swallowing,0.021926155
21,hypothyroidism,131.0,weight gain,0.021895668
49,exanthema,157.0,scratch marks,0.021799957
80,failure heart,101.0,fatigue,0.021692969
27,hiv infections,22.0,feeling suicidal,0.02168602
81,upper respiratory infection,141.0,emphysematous change,0.021654168
116,carcinoma of lung,34.0,agitation,0.021622015
45,bipolar disorder,39.0,difficulty,0.021551598
97,encephalopathy,43.0,hypokinesia,0.021471446
144,ileus,188.0,gravida 0,0.021467116
18,insufficiency renal,43.0,hypokinesia,0.021449707
113,melanoma,188.0,gravida 0,0.021430666
109,ketoacidosis diabetic,179.0,aura,0.021273164
145,adhesion,32.0,hallucinations visual,0.021262515
91,suicide attempt,111.0,unconscious state,0.02124773
88,pneumonia aspiration,148.0,pain abdominal,0.021186387
25,acquired immuno-deficiency syndrome,22.0,feeling suicidal,0.021182705
102,neuropathy,289.0,slowing of urinary stream,0.021092003
63,hernia,144.0,thicken,0.021006998
3,depression mental,41.0,unable to concentrate,0.020884642
15,anemia,95.0,guaiac positive,0.020873213
22,anxiety state,135.0,nervousness,0.020863216
65,carcinoma prostate,174.0,hemianopsia homonymous,0.02078422
46,obesity,97.0,ecchymosis,0.020724887
67,lymphatic diseases,232.0,fremitus,0.02055822
29,gastroesophageal reflux disease,147.0,heartburn,0.020495038
40,carcinoma,147.0,heartburn,0.020409973
111,tonic-clonic seizures,256.0,spasm,0.020387089
21,hypothyroidism,133.0,mass of body structure,0.020368885
43,psychotic disorder,42.0,homelessness,0.02022495
4,depressive disorder,41.0,unable to concentrate,0.020141685
91,suicide attempt,162.0,sensory discomfort,0.020136252
23,malignant neoplasms,147.0,heartburn,0.020044478
106,neoplasm metastasis,221.0,atypia,0.019993853
132,neutropenia,388.0,rhd positive,0.019979727
75,osteomyelitis,282.0,urinary hesitation,0.019948129
65,carcinoma prostate,104.0,orthostasis,0.019927267
116,carcinoma of lung,29.0,irritable mood,0.019887699
94,parkinson disease,133.0,mass of body structure,0.019806454
137,cholecystitis,395.0,gasping for breath,0.019734748
46,obesity,185.0,catatonia,0.019711968
100,candidiasis,343.0,adverse reaction,0.019658646
30,septicemia,86.0,apyrexial,0.01952546
54,bronchitis,226.0,stridor,0.019363536
101,oral candidiasis,343.0,adverse reaction,0.019362042
23,malignant neoplasms,118.0,hypotension,0.019305171
45,bipolar disorder,205.0,extrapyramidal sign,0.019304816
138,hernia hiatal,123.0,headache,0.019297136
21,hypothyroidism,118.0,hypotension,0.01929354
11,myocardial infarction,76.0,chest discomfort,0.019223249
134,influenza,30.0,blackout,0.019123642
64,malignant neoplasm of prostate,174.0,hemianopsia homonymous,0.018967265
45,bipolar disorder,206.0,loose associations,0.018926963
108,carcinoma colon,15.0,polydypsia,0.01884411
134,influenza,290.0,extreme exhaustion,0.018843263
96,hyperglycemia,69.0,seizure,0.018715769
25,acquired immuno-deficiency syndrome,153.0,hypotonic,0.018682256
14,infection urinary tract,94.0,consciousness clear,0.0184994
58,adenocarcinoma,232.0,fremitus,0.01849664
21,hypothyroidism,40.0,nightmare,0.018441634
27,hiv infections,153.0,hypotonic,0.018392494
107,malignant tumor of colon,15.0,polydypsia,0.018386893
84,deglutition disorder,217.0,painful swallowing,0.018366624
115,malignant neoplasm of lung,34.0,agitation,0.018283824
122,spasm bronchial,54.0,rhonchus,0.018268608
91,suicide attempt,47.0,fever,0.018198904
92,Pneumocystis carinii pneumonia,225.0,hacking cough,0.018101567
99,Alzheimer's disease,182.0,wheelchair bound,0.017989926
129,chronic alcoholic intoxication,52.0,breath sounds decreased,0.017984826
118,personality disorder,42.0,homelessness,0.017669527
32,sepsis (invertebrate),86.0,apyrexial,0.01761862
83,hypertension pulmonary,165.0,cyanosis,0.017575622
23,malignant neoplasms,59.0,distress respiratory,0.017469067
26,HIV,153.0,hypotonic,0.017284565
81,upper respiratory infection,71.0,symptom aggravating factors,0.017284075
70,carcinoma breast,136.0,formication,0.017270314
143,tachycardia sinus,148.0,pain abdominal,0.017153967
69,malignant neoplasm of breast,136.0,formication,0.017151065
138,hernia hiatal,216.0,photophobia,0.017088065
45,bipolar disorder,203.0,hyperhidrosis disorder,0.017082665
55,hemiparesis,234.0,stinging sensation,0.017006349
98,tricuspid valve insufficiency,338.0,impaired cognition,0.016998755
26,HIV,22.0,feeling suicidal,0.016988104
115,malignant neoplasm of lung,29.0,irritable mood,0.016972167
57,transient ischemic attack,70.0,numbness,0.01689964
67,lymphatic diseases,268.0,hepatomegaly,0.016716598
136,thrombus,251.0,stool color yellow,0.016711412
121,hemorrhoids,57.0,wheezing,0.016685309
72,diverticulitis,96.0,monoclonal,0.016648497
127,effusion pericardial,36.0,intoxication,0.016618814
3,depression mental,42.0,homelessness,0.016423952
19,confusion,94.0,consciousness clear,0.016339658
109,ketoacidosis diabetic,135.0,nervousness,0.01631801
4,depressive disorder,42.0,homelessness,0.016295593
61,incontinence,129.0,stiffness,0.016263347
40,carcinoma,188.0,gravida 0,0.016222589
126,endocarditis,145.0,pulsus paradoxus,0.016145373
57,transient ischemic attack,241.0,vision blurred,0.016113339
81,upper respiratory infection,297.0,rapid shallow breathing,0.0159016
120,emphysema pulmonary,109.0,hypercapnia,0.015777469
15,anemia,106.0,transaminitis,0.01569663
11,myocardial infarction,74.0,t wave inverted,0.01567871
110,tonic-clonic epilepsy,256.0,spasm,0.0156462
21,hypothyroidism,28.0,motor retardation,0.015618694
63,hernia,158.0,sore to touch,0.015599692
65,carcinoma prostate,54.0,rhonchus,0.015527794
15,anemia,105.0,arthralgia,0.015487195
118,personality disorder,82.0,pruritus,0.015459973
55,hemiparesis,235.0,paralyse,0.015404568
45,bipolar disorder,204.0,mydriasis,0.015374398
77,bacteremia,100.0,pallor,0.01524866
64,malignant neoplasm of prostate,54.0,rhonchus,0.0152207455
122,spasm bronchial,232.0,fremitus,0.015190757
107,malignant tumor of colon,357.0,hyperemesis,0.015125363
11,myocardial infarction,77.0,bradycardia,0.015027661
39,chronic kidney failure,185.0,catatonia,0.014982488
94,parkinson disease,62.0,night sweat,0.014922546
108,carcinoma colon,357.0,hyperemesis,0.014765606
81,upper respiratory infection,300.0,frail,0.014729384
103,kidney disease,214.0,bleeding of vagina,0.01436359
81,upper respiratory infection,54.0,rhonchus,0.01432884
43,psychotic disorder,94.0,consciousness clear,0.014062874
22,anxiety state,137.0,hot flush,0.014057931
119,primary carcinoma of the liver cells,46.0,cough,0.013874248
43,psychotic disorder,197.0,behavior hyperactive,0.013745106
37,epilepsy,182.0,wheelchair bound,0.013726442
91,suicide attempt,136.0,formication,0.013136613
100,candidiasis,344.0,adverse effect,0.013105762
22,anxiety state,94.0,consciousness clear,0.013031697
101,oral candidiasis,344.0,adverse effect,0.012908026
99,Alzheimer's disease,40.0,nightmare,0.012704218
45,bipolar disorder,42.0,homelessness,0.012408755
81,upper respiratory infection,298.0,noisy respiration,0.012367911
81,upper respiratory infection,301.0,cystic lesion,0.012278704
63,hernia,86.0,apyrexial,0.0122122
48,cirrhosis,214.0,bleeding of vagina,0.011667377
15,anemia,85.0,swelling,0.010997303
22,anxiety state,136.0,formication,0.010698993
99,Alzheimer's disease,46.0,cough,0.010658303
45,bipolar disorder,197.0,behavior hyperactive,0.010619175
112,respiratory failure,154.0,redness,0.010609731
81,upper respiratory infection,299.0,nasal discharge present,0.010601066
120,emphysema pulmonary,374.0,choke,0.010493838
146,delusion,338.0,impaired cognition,0.01025234
104,fibroid tumor,353.0,proteinemia,0.010003327
137,cholecystitis,396.0,feces in rectum,0.009867374
92,Pneumocystis carinii pneumonia,325.0,floppy,0.009771337
124,obesity morbid,380.0,feels hot/feverish,0.009760359
4,depressive disorder,40.0,nightmare,0.009081577
43,psychotic disorder,40.0,nightmare,0.008986568
3,depression mental,40.0,nightmare,0.008977194
7,pneumonia,61.0,malaise,0.008880541
118,personality disorder,40.0,nightmare,0.008878256
91,suicide attempt,46.0,cough,0.008311704
22,anxiety state,40.0,nightmare,0.0077526825
88,pneumonia aspiration,314.0,mediastinal shift,0.007601286
84,deglutition disorder,307.0,side pain,0.007177608
100,candidiasis,345.0,abdominal bloating,0.006584001
101,oral candidiasis,345.0,abdominal bloating,0.0064926986
39,chronic kidney failure,61.0,malaise,0.005728922
57,transient ischemic attack,244.0,clumsiness,0.0056777205
34,dehydration,171.0,history of - blackout,0.0053268564
137,cholecystitis,352.0,abnormally hard consistency,0.004933687
104,fibroid tumor,352.0,abnormally hard consistency,0.004546073
134,influenza,61.0,malaise,0.0045264214
118,personality disorder,307.0,side pain,0.0042997776
